Line	pEQW	Peak Mean	Peak Max	Peak Max Location	Region Mean	Region Max	Region Max Location	Condition
Halpha	-18.443829329914543	1.7946146160371585	1.9575870548612986	222.45088110124925	1.4569949864628913	1.9957301608418287	1121.7427156361518	Pass: +1 Score
[FeVII]6088	-2.2772331532671433	1.0740188915374718	1.2195760757238188	162.9107884951518	1.0114382631407173	1.2195760757238188	162.9107884951518	Pass: +2 Score
[FeX]6376	-1.7914696722821395	1.0551844510450592	1.1563740246481897	42.863877813506406	1.024112459134478	1.1563740246481897	42.863877813506406	Fail: Feature Does Not Meet pEQW Cut
[FeXI]7894	0.683269120993939	0.9752786263984675	1.1155836085244815	-59.778366483340506	0.9826437954495987	1.1155836085244815	-59.778366483340506	Fail: Feature Does Not Meet pEQW Cut
[FeXIV]5304	-0.08236337010687933	1.0049431298065385	1.0501463500849246	695.8619355815463	1.000986575209116	1.0616981102088703	834.2965583351324	Fail: Feature Does Not Meet pEQW Cut
[OIII]5007	-3.386898588360319	1.1356923412385358	1.6361540229723075	229.9254619673011	1.0485072422315465	1.6361540229723075	229.9254619673011	Pass: +1 Score
HeII4686	0.5442105846785333	0.9787277936146549	1.0434717792517136	212.86984719330212	1.0008765614552049	1.0813383450876626	2570.6623181459145	Fail: Feature Does Not Meet pEQW Cut
